Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
WT,WT5X50,WT5X50,F,50.0000,14.7000,5.5500,5.5000,-,-,-,10.3000,10.3750,-,-,-,0.6800,0.6875,0.3750,1.1200,1.1250,-,-,-,1.6200,1.8125,-,-,1.1300,-,-,0.7110,4.6200,-,-,-,-,8.1600,24.5000,11.4000,5.5600,1.2900,103.0000,30.5000,20.0000,2.6500,-,-,-,5.4100,11.9000,-,-,-,-,-,-,-,3.0000,0.9640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.9000,-,31.2000,21.4000,31.7000,-,5.5000,-
WT,WT5X44,WT5X44,F,44.0000,13.0000,5.4200,5.3750,-,-,-,10.3000,10.2500,-,-,-,0.6050,0.6250,0.3125,0.9900,1.0000,-,-,-,1.4900,1.6875,-,-,1.0600,-,-,0.6310,5.1800,-,-,-,-,8.9600,20.8000,9.6500,4.7700,1.2700,89.3000,26.5000,17.4000,2.6300,-,-,-,3.7500,8.0200,-,-,-,-,-,-,-,2.9700,0.9640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.6000,-,30.9000,21.1000,31.4000,-,5.5000,-
WT,WT5X38.5,WT5X38.5,F,38.5000,11.3000,5.3000,5.2500,-,-,-,10.2000,10.2500,-,-,-,0.5300,0.5000,0.2500,0.8700,0.8750,-,-,-,1.3700,1.5625,-,-,0.9900,-,-,0.5550,5.8600,-,-,-,-,10.0000,17.4000,8.0600,4.0500,1.2400,76.8000,22.9000,15.1000,2.6000,-,-,-,2.5500,5.3100,-,-,-,-,-,-,-,2.9400,0.9640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.3000,-,30.5000,20.8000,31.0000,-,5.5000,-
WT,WT5X34,WT5X34,F,34.0000,10.0000,5.2000,5.2500,-,-,-,10.1000,10.1250,-,-,-,0.4700,0.5000,0.2500,0.7700,0.7500,-,-,-,1.2700,1.4375,-,-,0.9320,-,-,0.4930,6.5800,-,-,-,-,11.1000,14.9000,6.8500,3.4900,1.2200,66.7000,20.0000,13.2000,2.5800,-,-,-,1.7800,3.6200,-,-,-,-,-,-,-,2.9100,0.9650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0000,-,30.1000,20.5000,30.6000,-,5.5000,-
WT,WT5X30,WT5X30,F,30.0000,8.8400,5.1100,5.1250,-,-,-,10.1000,10.1250,-,-,-,0.4200,0.4375,0.2500,0.6800,0.6875,-,-,-,1.1800,1.3750,-,-,0.8840,-,-,0.4380,7.4100,-,-,-,-,12.2000,12.9000,5.8700,3.0400,1.2100,58.1000,17.5000,11.5000,2.5700,-,-,-,1.2300,2.4600,-,-,-,-,-,-,-,2.8900,0.9640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.8000,-,29.9000,20.3000,30.4000,-,5.5000,-
WT,WT5X27,WT5X27,F,27.0000,7.9000,5.0500,5.0000,-,-,-,10.0000,10.0000,-,-,-,0.3700,0.3750,0.1875,0.6150,0.6250,-,-,-,1.1200,1.3125,-,-,0.8360,-,-,0.3950,8.1500,-,-,-,-,13.6000,11.1000,5.0500,2.6400,1.1900,51.7000,15.6000,10.3000,2.5600,-,-,-,0.9090,1.7800,-,-,-,-,-,-,-,2.8700,0.9660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.6000,-,29.6000,20.1000,30.1000,-,5.5000,-
WT,WT5X24.5,WT5X24.5,F,24.5000,7.2100,4.9900,5.0000,-,-,-,10.0000,10.0000,-,-,-,0.3400,0.3125,0.1875,0.5600,0.5625,-,-,-,1.0600,1.2500,-,-,0.8070,-,-,0.3610,8.9300,-,-,-,-,14.7000,10.0000,4.5200,2.3900,1.1800,46.7000,14.1000,9.3400,2.5400,-,-,-,0.6930,1.3300,-,-,-,-,-,-,-,2.8500,0.9660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.5000,-,29.5000,20.0000,30.0000,-,5.5000,-
WT,WT5X22.5,WT5X22.5,F,22.5000,6.6300,5.0500,5.0000,-,-,-,8.0200,8.0000,-,-,-,0.3500,0.3750,0.1875,0.6200,0.6250,-,-,-,1.1200,1.3125,-,-,0.9070,-,-,0.4130,6.4700,-,-,-,-,14.4000,10.2000,4.6500,2.4700,1.2400,26.7000,10.1000,6.6500,2.0100,-,-,-,0.7530,0.9810,-,-,-,-,-,-,-,2.4300,0.9400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.6000,-,25.6000,18.1000,26.1000,-,5.5000,-
WT,WT5X19.5,WT5X19.5,F,19.5000,5.7300,4.9600,5.0000,-,-,-,7.9900,8.0000,-,-,-,0.3150,0.3125,0.1875,0.5300,0.5000,-,-,-,1.0300,1.1875,-,-,0.8760,-,-,0.3590,7.5300,-,-,-,-,15.7000,8.8400,3.9900,2.1600,1.2400,22.5000,8.5700,5.6400,1.9800,-,-,-,0.4870,0.6160,-,-,-,-,-,-,-,2.4200,0.9360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.4000,-,25.4000,17.9000,25.9000,-,5.5000,-
WT,WT5X16.5,WT5X16.5,F,16.5000,4.8500,4.8700,4.8750,-,-,-,7.9600,8.0000,-,-,-,0.2900,0.3125,0.1875,0.4350,0.4375,-,-,-,0.9350,1.1250,-,-,0.8690,-,-,0.3050,9.1500,-,-,-,-,16.8000,7.7100,3.4800,1.9300,1.2600,18.3000,7.0000,4.6000,1.9400,-,-,-,0.2910,0.3560,-,-,-,-,-,-,-,2.4000,0.9270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.2000,-,25.1000,17.7000,25.7000,-,5.5000,-
WT,WT5X15,WT5X15,F,15.0000,4.4200,5.2400,5.2500,-,-,-,5.8100,5.7500,-,-,-,0.3000,0.3125,0.1875,0.5100,0.5000,-,-,-,0.8100,1.1250,-,-,1.1000,-,-,0.3800,5.7000,-,-,-,-,17.5000,9.2800,4.0100,2.2400,1.4500,8.3500,4.4100,2.8700,1.3700,-,-,-,0.3100,0.2730,-,-,-,-,-,-,-,2.1700,0.8490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.9000,-,21.7000,16.3000,22.1000,-,2.7500,-
WT,WT5X13,WT5X13,F,13.0000,3.8100,5.1700,5.1250,-,-,-,5.7700,5.7500,-,-,-,0.2600,0.2500,0.1250,0.4400,0.4375,-,-,-,0.7400,1.0625,-,-,1.0600,-,-,0.3300,6.5600,-,-,-,-,19.9000,7.8600,3.3900,1.9100,1.4400,7.0500,3.7500,2.4400,1.3600,-,-,-,0.2010,0.1730,-,-,-,-,-,-,-,2.1500,0.8480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.7000,-,21.5000,16.1000,21.9000,-,2.7500,-
WT,WT5X11,WT5X11,F,11.0000,3.2400,5.0900,5.1250,-,-,-,5.7500,5.7500,-,-,-,0.2400,0.2500,0.1250,0.3600,0.3750,-,-,-,0.6600,0.9375,-,-,1.0700,-,-,0.2820,7.9900,-,-,-,-,21.2000,6.8800,3.0200,1.7200,1.4600,5.7100,3.0500,1.9900,1.3300,-,-,-,0.1190,0.1070,-,-,-,-,-,-,-,2.1600,0.8300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.5000,-,21.3000,15.9000,21.7000,-,2.7500,-
WT,WT5X9.5,WT5X9.5,F,9.5000,2.8100,5.1200,5.1250,-,-,-,4.0200,4.0000,-,-,-,0.2500,0.2500,0.1250,0.3950,0.3750,-,-,-,0.6950,0.9375,-,-,1.2800,-,-,0.3490,5.0900,-,-,-,-,20.5000,6.6800,3.1000,1.7400,1.5400,2.1500,1.6700,1.0700,0.8740,-,-,-,0.1160,0.0796,-,-,-,-,-,-,-,2.0800,0.7290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.9000,-,17.9000,14.3000,18.3000,-,2.2500,-
WT,WT5X8.5,WT5X8.5,F,8.5000,2.5000,5.0600,5.0000,-,-,-,4.0100,4.0000,-,-,-,0.2400,0.2500,0.1250,0.3300,0.3125,-,-,-,0.6300,0.8750,-,-,1.3200,-,-,0.3110,6.0800,-,-,-,-,21.1000,6.0600,2.9000,1.6200,1.5600,1.7800,1.4000,0.8870,0.8440,-,-,-,0.0776,0.0610,-,-,-,-,-,-,-,2.1100,0.7030,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.8000,-,17.8000,14.1000,18.1000,-,2.2500,-
WT,WT5X7.5,WT5X7.5,F,7.5000,2.2100,5.0000,5.0000,-,-,-,4.0000,4.0000,-,-,-,0.2300,0.2500,0.1250,0.2700,0.2500,-,-,-,0.5700,0.8125,-,-,1.3700,-,-,0.3050,7.4100,-,-,-,-,21.7000,5.4500,2.7100,1.5000,1.5700,1.4500,1.1500,0.7230,0.8100,-,-,-,0.0518,0.0475,-,-,-,-,-,-,-,2.1600,0.6720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.6000,-,17.6000,14.0000,18.0000,-,2.2500,-
WT,WT5X6,WT5X6,F,6.0000,1.7700,4.9400,4.8750,-,-,-,3.9600,4.0000,-,-,-,0.1900,0.1875,0.1250,0.2100,0.1875,-,-,-,0.5100,0.7500,-,-,1.3600,-,-,0.3220,9.4300,-,-,-,-,26.0000,4.3500,2.2000,1.2200,1.5700,1.0900,0.8690,0.5510,0.7850,-,-,-,0.0272,0.0255,-,-,-,-,-,-,-,2.1600,0.6610,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.5000,-,17.4000,13.8000,17.8000,-,2.2500,-
WT,WT4X33.5,WT4X33.5,F,33.5000,9.8400,4.5000,4.5000,-,-,-,8.2800,8.2500,-,-,-,0.5700,0.5625,0.3125,0.9350,0.9375,-,-,-,1.3300,1.6250,-,-,0.9360,-,-,0.5940,4.4300,-,-,-,-,7.8900,10.9000,6.2900,3.0500,1.0500,44.3000,16.3000,10.7000,2.1200,-,-,-,2.5100,3.5600,-,-,-,-,-,-,-,2.4100,0.9620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.8000,-,25.0000,17.3000,25.6000,-,5.5000,-
WT,WT4X29,WT4X29,F,29.0000,8.5400,4.3800,4.3750,-,-,-,8.2200,8.2500,-,-,-,0.5100,0.5000,0.2500,0.8100,0.8125,-,-,-,1.2000,1.5000,-,-,0.8740,-,-,0.5200,5.0700,-,-,-,-,8.5900,9.1200,5.2500,2.6100,1.0300,37.5000,13.9000,9.1300,2.1000,-,-,-,1.6600,2.2800,-,-,-,-,-,-,-,2.3800,0.9610,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.5000,-,24.7000,17.0000,25.2000,-,5.5000,-
WT,WT4X24,WT4X24,F,24.0000,7.0500,4.2500,4.2500,-,-,-,8.1100,8.1250,-,-,-,0.4000,0.3750,0.1875,0.6850,0.6875,-,-,-,1.0800,1.3750,-,-,0.7770,-,-,0.4350,5.9200,-,-,-,-,10.6000,6.8500,3.9400,1.9700,0.9860,30.5000,11.4000,7.5100,2.0800,-,-,-,0.9770,1.3000,-,-,-,-,-,-,-,2.3400,0.9660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.1000,-,24.2000,16.6000,24.7000,-,5.5000,-
WT,WT4X20,WT4X20,F,20.0000,5.8700,4.1300,4.1250,-,-,-,8.0700,8.1250,-,-,-,0.3600,0.3750,0.1875,0.5600,0.5625,-,-,-,0.9540,1.2500,-,-,0.7350,-,-,0.3640,7.2100,-,-,-,-,11.5000,5.7300,3.2500,1.6900,0.9880,24.5000,9.2400,6.0800,2.0400,-,-,-,0.5580,0.7150,-,-,-,-,-,-,-,2.3200,0.9610,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.8000,-,23.9000,16.3000,24.4000,-,5.5000,-
WT,WT4X17.5,WT4X17.5,F,17.5000,5.1400,4.0600,4.0000,-,-,-,8.0200,8.0000,-,-,-,0.3100,0.3125,0.1875,0.4950,0.5000,-,-,-,0.8890,1.1875,-,-,0.6880,-,-,0.3210,8.1000,-,-,-,-,13.1000,4.8200,2.7100,1.4300,0.9680,21.3000,8.0500,5.3100,2.0300,-,-,-,0.3840,0.4800,-,-,-,-,-,-,-,2.3000,0.9630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.6000,-,23.6000,16.1000,24.2000,-,5.5000,-
WT,WT4X15.5,WT4X15.5,F,15.5000,4.5600,4.0000,4.0000,-,-,-,8.0000,8.0000,-,-,-,0.2850,0.3125,0.1875,0.4350,0.4375,-,-,-,0.8290,1.1250,-,-,0.6680,-,-,0.2850,9.1900,-,-,-,-,14.0000,4.2800,2.3900,1.2800,0.9690,18.5000,7.0300,4.6400,2.0200,-,-,-,0.2670,0.3270,-,-,-,-,-,-,-,2.2800,0.9610,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.5000,-,23.5000,16.0000,24.0000,-,5.5000,-
WT,WT4X14,WT4X14,F,14.0000,4.1200,4.0300,4.0000,-,-,-,6.5400,6.5000,-,-,-,0.2850,0.3125,0.1875,0.4650,0.4375,-,-,-,0.8590,0.9375,-,-,0.7340,-,-,0.3150,7.0300,-,-,-,-,14.1000,4.2300,2.3800,1.2800,1.0100,10.8000,5.0400,3.3100,1.6200,-,-,-,0.2680,0.2300,-,-,-,-,-,-,-,1.9800,0.9350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.2000,-,20.8000,14.6000,21.1000,-,4.0000,-
WT,WT4X12,WT4X12,F,12.0000,3.5400,3.9700,4.0000,-,-,-,6.5000,6.5000,-,-,-,0.2450,0.2500,0.1250,0.4000,0.3750,-,-,-,0.7940,0.8750,-,-,0.6950,-,-,0.2720,8.1200,-,-,-,-,16.2000,3.5300,1.9800,1.0800,0.9990,9.1400,4.2800,2.8100,1.6100,-,-,-,0.1730,0.1440,-,-,-,-,-,-,-,1.9600,0.9360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.1000,-,20.6000,14.4000,20.9000,-,4.0000,-
WT,WT4X10.5,WT4X10.5,F,10.5000,3.0800,4.1400,4.1250,-,-,-,5.2700,5.2500,-,-,-,0.2500,0.2500,0.1250,0.4000,0.3750,-,-,-,0.7000,0.8750,-,-,0.8310,-,-,0.2920,6.5900,-,-,-,-,16.6000,3.9000,2.1100,1.1800,1.1200,4.8800,2.8400,1.8500,1.2600,-,-,-,0.1410,0.0916,-,-,-,-,-,-,-,1.8000,0.8770,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.2000,-,18.5000,13.6000,18.8000,-,2.7500,-
WT,WT4X9,WT4X9,F,9.0000,2.6300,4.0700,4.1250,-,-,-,5.2500,5.2500,-,-,-,0.2300,0.2500,0.1250,0.3300,0.3125,-,-,-,0.6300,0.8125,-,-,0.8340,-,-,0.2510,7.9500,-,-,-,-,17.7000,3.4100,1.8600,1.0500,1.1400,3.9800,2.3300,1.5200,1.2300,-,-,-,0.0855,0.0562,-,-,-,-,-,-,-,1.8000,0.8630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.1000,-,18.3000,13.4000,18.6000,-,2.7500,-
WT,WT4X7.5,WT4X7.5,F,7.5000,2.2200,4.0600,4.0000,-,-,-,4.0200,4.0000,-,-,-,0.2450,0.2500,0.1250,0.3150,0.3125,-,-,-,0.6150,0.8125,-,-,0.9980,-,-,0.2760,6.3700,-,-,-,-,16.6000,3.2800,1.9100,1.0700,1.2200,1.7000,1.3300,0.8490,0.8760,-,-,-,0.0679,0.0382,-,-,-,-,-,-,-,1.7200,0.7600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.8000,-,15.8000,12.1000,16.2000,-,2.2500,-
WT,WT4X6.5,WT4X6.5,F,6.5000,1.9200,4.0000,4.0000,-,-,-,4.0000,4.0000,-,-,-,0.2300,0.2500,0.1250,0.2550,0.2500,-,-,-,0.5550,0.7500,-,-,1.0300,-,-,0.2400,7.8400,-,-,-,-,17.4000,2.8900,1.7400,0.9740,1.2300,1.3600,1.0700,0.6820,0.8430,-,-,-,0.0433,0.0269,-,-,-,-,-,-,-,1.7400,0.7330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.7000,-,15.7000,12.0000,16.0000,-,2.2500,-
WT,WT4X5,WT4X5,F,5.0000,1.4800,3.9500,4.0000,-,-,-,3.9400,4.0000,-,-,-,0.1700,0.1875,0.1250,0.2050,0.1875,-,-,-,0.5050,0.6875,-,-,0.9530,-,-,0.1880,9.6100,-,-,-,-,23.2000,2.1500,1.2700,0.7170,1.2000,1.0500,0.8260,0.5310,0.8400,-,-,-,0.0212,0.0114,-,-,-,-,-,-,-,1.7000,0.7490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.5000,-,15.4000,11.8000,15.8000,-,2.2500,-
WT,WT3X12.5,WT3X12.5,F,12.5000,3.6700,3.1900,3.2500,-,-,-,6.0800,6.1250,-,-,-,0.3200,0.3125,0.1875,0.4550,0.4375,-,-,-,0.7050,0.9375,-,-,0.6100,-,-,0.3020,6.6800,-,-,-,-,10.0000,2.2900,1.6800,0.8860,0.7890,8.5300,4.2800,2.8100,1.5200,-,-,-,0.2290,0.1710,-,-,-,-,-,-,-,1.7600,0.9530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.1000,-,18.2000,12.5000,18.5000,-,3.5000,-
WT,WT3X10,WT3X10,F,10.0000,2.9400,3.1000,3.1250,-,-,-,6.0200,6.0000,-,-,-,0.2600,0.2500,0.1250,0.3650,0.3750,-,-,-,0.6150,0.8750,-,-,0.5600,-,-,0.2440,8.2500,-,-,-,-,11.9000,1.7600,1.2900,0.6930,0.7740,6.6400,3.3600,2.2100,1.5000,-,-,-,0.1200,0.0858,-,-,-,-,-,-,-,1.7300,0.9530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.9000,-,17.9000,12.2000,18.2000,-,3.5000,-
WT,WT3X7.5,WT3X7.5,F,7.5000,2.2100,3.0000,3.0000,-,-,-,5.9900,6.0000,-,-,-,0.2300,0.2500,0.1250,0.2600,0.2500,-,-,-,0.5100,0.7500,-,-,0.5580,-,-,0.1850,11.5000,-,-,-,-,13.0000,1.4100,1.0300,0.5770,0.7970,4.6600,2.3700,1.5600,1.4500,-,-,-,0.0504,0.0342,-,-,-,-,-,-,-,1.7100,0.9370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.7000,-,17.6000,12.0000,18.0000,-,3.5000,-
WT,WT3X8,WT3X8,F,8.0000,2.3700,3.1400,3.1250,-,-,-,4.0300,4.0000,-,-,-,0.2600,0.2500,0.1250,0.4050,0.3750,-,-,-,0.6550,0.8750,-,-,0.6760,-,-,0.2940,4.9800,-,-,-,-,12.1000,1.6900,1.2500,0.6850,0.8440,2.2100,1.6900,1.1000,0.9660,-,-,-,0.1110,0.0426,-,-,-,-,-,-,-,1.3700,0.8800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.0000,-,14.0000,10.3000,14.3000,-,2.2500,-
WT,WT3X6,WT3X6,F,6.0000,1.7800,3.0200,3.0000,-,-,-,4.0000,4.0000,-,-,-,0.2300,0.2500,0.1250,0.2800,0.2500,-,-,-,0.5300,0.7500,-,-,0.6770,-,-,0.2220,7.1400,-,-,-,-,13.1000,1.3200,1.0100,0.5640,0.8620,1.5000,1.1600,0.7480,0.9180,-,-,-,0.0449,0.0178,-,-,-,-,-,-,-,1.3700,0.8460,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.7000,-,13.7000,10.0000,14.0000,-,2.2500,-
WT,WT3X4.5,WT3X4.5,F,4.5000,1.3400,2.9500,3.0000,-,-,-,3.9400,4.0000,-,-,-,0.1700,0.1875,0.1250,0.2150,0.1875,-,-,-,0.4650,0.6875,-,-,0.6230,-,-,0.1700,9.1600,-,-,-,-,17.4000,0.9500,0.7200,0.4080,0.8420,1.1000,0.8560,0.5570,0.9050,-,-,-,0.0202,0.0074,-,-,-,-,-,-,-,1.3400,0.8520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.5000,-,13.4000,9.8400,13.8000,-,2.2500,-
WT,WT3X4.25,WT3X4.25,F,4.2500,1.2600,2.9200,2.8750,-,-,-,3.9400,4.0000,-,-,-,0.1700,0.1875,0.1250,0.1950,0.1875,-,-,-,0.4450,0.6875,-,-,0.6370,-,-,0.1600,10.1000,-,-,-,-,17.2000,0.9050,0.7000,0.3970,0.8480,0.9950,0.7780,0.5050,0.8900,-,-,-,0.0166,0.0062,-,-,-,-,-,-,-,1.3400,0.8390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.4400,-,13.4000,9.7800,13.7000,-,2.2500,-
WT,WT2.5X9.5,WT2.5X9.5,F,9.5000,2.7800,2.5800,2.6250,-,-,-,5.0300,5.0000,-,-,-,0.2700,0.2500,0.1250,0.4300,0.4375,-,-,-,0.7300,0.8125,-,-,0.4870,-,-,0.2760,5.8500,-,-,-,-,9.5600,1.0100,0.9700,0.4850,0.6040,4.5600,2.7600,1.8100,1.2800,-,-,-,0.1570,0.0775,-,-,-,-,-,-,-,1.4400,0.9640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.9300,-,15.0000,10.2000,15.2000,-,2.7500,-
WT,WT2.5X8,WT2.5X8,F,8.0000,2.3500,2.5100,2.5000,-,-,-,5.0000,5.0000,-,-,-,0.2400,0.2500,0.1250,0.3600,0.3750,-,-,-,0.6600,0.7500,-,-,0.4580,-,-,0.2350,6.9400,-,-,-,-,10.5000,0.8450,0.8010,0.4130,0.5990,3.7500,2.2800,1.5000,1.2600,-,-,-,0.0958,0.0453,-,-,-,-,-,-,-,1.4300,0.9620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.7600,-,14.8000,10.0000,15.0000,-,2.7500,-
WT,WT2X6.5,WT2X6.5,F,6.5000,1.9100,2.0800,2.1250,-,-,-,4.0600,4.0000,-,-,-,0.2800,0.2500,0.1250,0.3450,0.3750,-,-,-,0.5950,0.7500,-,-,0.4400,-,-,0.2360,5.8800,-,-,-,-,7.4300,0.5260,0.6160,0.3210,0.5240,1.9300,1.4600,0.9500,1.0000,-,-,-,0.0750,0.0233,-,-,-,-,-,-,-,1.1600,0.9470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.9500,-,12.0000,8.2200,12.3000,-,2.2500,-
MT,MT6.25X6.2,MT6.25X6.2,F,6.2000,1.8200,6.2700,6.2500,-,-,-,3.7500,3.7500,-,-,-,0.1550,0.1250,0.0625,0.2280,0.2500,-,-,-,0.5630,0.5625,-,-,1.7400,-,-,0.3720,8.2200,-,-,-,-,40.4000,7.2900,2.9200,1.6100,2.0100,1.0000,0.8390,0.5360,0.7460,-,-,-,0.0246,0.0284,-,-,-,-,-,-,-,2.6900,0.6340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT6.25X5.8,MT6.25X5.8,F,5.8000,1.7000,6.2500,6.2500,-,-,-,3.5000,3.5000,-,-,-,0.1550,0.1250,0.0625,0.2110,0.1875,-,-,-,0.5630,0.5625,-,-,1.8400,-,-,0.8080,8.2900,-,-,-,-,40.3000,6.9400,2.8600,1.5700,2.0300,0.7560,0.6840,0.4320,0.6690,-,-,-,0.0206,0.0268,-,-,-,-,-,-,-,2.7500,0.6020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT6X5.9,MT6X5.9,F,5.9000,1.7400,6.0000,6.0000,-,-,-,3.0700,3.1250,-,-,-,0.1770,0.1875,0.1250,0.2250,0.2500,-,-,-,0.5630,0.5625,-,-,1.8900,-,-,1.1300,6.8200,-,-,-,-,33.9000,6.6100,2.8900,1.6100,1.9600,0.5430,0.5750,0.3540,0.5610,-,-,-,0.0249,0.0337,-,-,-,-,-,-,-,2.7100,0.5670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT6X5.4,MT6X5.4,F,5.4000,1.5900,5.9900,6.0000,-,-,-,3.0700,3.1250,-,-,-,0.1600,0.1875,0.1250,0.2100,0.1875,-,-,-,0.5630,0.5625,-,-,1.8600,-,-,1.0500,7.3100,-,-,-,-,37.4000,6.0300,2.6300,1.4600,1.9500,0.5060,0.5320,0.3300,0.5660,-,-,-,0.0196,0.0250,-,-,-,-,-,-,-,2.6900,0.5740,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT6X5,MT6X5,F,5.0000,1.4800,5.9900,6.0000,-,-,-,3.2500,3.2500,-,-,-,0.1490,0.1250,0.0625,0.1800,0.1875,-,-,-,0.5000,0.5000,-,-,1.8600,-,-,1.0800,9.0300,-,-,-,-,40.2000,5.6200,2.4500,1.3600,1.9600,0.5170,0.5090,0.3180,0.5940,-,-,-,0.0145,0.0202,-,-,-,-,-,-,-,2.7100,0.5720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT5X4.5,MT5X4.5,F,4.5000,1.3300,5.0000,5.0000,-,-,-,2.6900,2.7500,-,-,-,0.1570,0.1875,0.1250,0.2060,0.1875,-,-,-,0.5630,0.5625,-,-,1.5400,-,-,0.8080,6.5300,-,-,-,-,31.8000,3.4700,1.8100,1.0000,1.6200,0.3360,0.4030,0.2500,0.5050,-,-,-,0.0156,0.0138,-,-,-,-,-,-,-,2.2200,0.5850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT5X4,MT5X4,F,4.0000,1.1900,4.9800,5.0000,-,-,-,2.6900,2.7500,-,-,-,0.1410,0.1250,0.0625,0.1820,0.1875,-,-,-,0.5630,0.5625,-,-,1.5200,-,-,0.8090,7.3900,-,-,-,-,35.3000,3.0800,1.6100,0.8940,1.6200,0.2960,0.3540,0.2200,0.5020,-,-,-,0.0112,0.0099,-,-,-,-,-,-,-,2.2200,0.5830,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT5X3.75,MT5X3.75,F,3.7500,1.1100,5.0000,5.0000,-,-,-,2.6900,2.7500,-,-,-,0.1300,0.1250,0.0625,0.1730,0.1875,-,-,-,0.4380,0.4375,-,-,1.5100,-,-,0.7590,7.7700,-,-,-,-,38.4000,2.9100,1.5100,0.8360,1.6300,0.2810,0.3340,0.2090,0.5050,-,-,-,0.0093,0.0079,-,-,-,-,-,-,-,2.2200,0.5880,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MT,MT4X3.25,MT4X3.25,F,3.2500,0.9590,4.0000,4.0000,-,-,-,2.2800,2.2500,-,-,-,0.1350,0.1250,0.0625,0.1890,0.1875,-,-,-,0.5630,0.5625,-,-,1.1800,-,-,0.4720,6.0300,-,-,-,-,29.6000,1.5700,1.0100,0.5580,1.2900,0.1880,0.2640,0.1650,0.4440,-,-,-,0.0092,0.0046,-,-,-,-,-,-,-,1.7400,0.6120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
