Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W12X230,W12X230,T,230.0000,67.7000,15.1000,15.0000,-,-,-,12.9000,12.8750,-,-,-,1.2900,1.3125,0.6875,2.0700,2.0625,-,-,-,2.6700,2.9375,1.5000,-,-,-,-,-,3.1100,-,-,7.5600,-,-,2420.0000,386.0000,321.0000,5.9700,742.0000,177.0000,115.0000,3.3100,-,-,-,83.8000,31200.0000,-,42.0000,281.0000,-,-,78.3000,193.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8700,13.0000,65.3000,-,78.2000,43.1000,56.0000,9.1250,5.5000,-
W,W12X210,W12X210,F,210.0000,61.8000,14.7000,14.7500,-,-,-,12.8000,12.7500,-,-,-,1.1800,1.1875,0.6250,1.9000,1.8750,-,-,-,2.5000,2.8125,1.4375,-,-,-,-,-,3.3700,-,-,8.2300,-,-,2140.0000,348.0000,292.0000,5.8900,664.0000,159.0000,104.0000,3.2800,-,-,-,64.7000,27200.0000,-,41.0000,249.0000,-,-,70.6000,173.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8100,12.8000,64.4000,-,77.2000,42.2000,55.0000,9.1250,5.5000,-
W,W12X190,W12X190,F,190.0000,56.0000,14.4000,14.3750,-,-,-,12.7000,12.6250,-,-,-,1.0600,1.0625,0.5625,1.7400,1.7500,-,-,-,2.3300,2.6250,1.3750,-,-,-,-,-,3.6500,-,-,9.1600,-,-,1890.0000,311.0000,263.0000,5.8200,589.0000,143.0000,93.0000,3.2500,-,-,-,48.8000,23600.0000,-,40.2000,222.0000,-,-,64.1000,156.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7700,12.7000,63.8000,-,76.5000,41.5000,54.2000,9.1250,5.5000,-
W,W12X170,W12X170,F,170.0000,50.0000,14.0000,14.0000,-,-,-,12.6000,12.6250,-,-,-,0.9600,0.9375,0.5000,1.5600,1.5625,-,-,-,2.1600,2.4375,1.3125,-,-,-,-,-,4.0300,-,-,10.1000,-,-,1650.0000,275.0000,235.0000,5.7400,517.0000,126.0000,82.3000,3.2200,-,-,-,35.6000,20100.0000,-,39.2000,193.0000,-,-,56.5000,136.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7000,12.4000,62.9000,-,75.5000,40.6000,53.2000,9.1250,5.5000,-
W,W12X152,W12X152,F,152.0000,44.7000,13.7000,13.7500,-,-,-,12.5000,12.5000,-,-,-,0.8700,0.8750,0.4375,1.4000,1.3750,-,-,-,2.0000,2.3125,1.2500,-,-,-,-,-,4.4600,-,-,11.2000,-,-,1430.0000,243.0000,209.0000,5.6600,454.0000,111.0000,72.8000,3.1900,-,-,-,25.8000,17200.0000,-,38.4000,168.0000,-,-,50.1000,121.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6600,12.3000,62.1000,-,74.6000,39.9000,52.4000,9.1250,5.5000,-
W,W12X136,W12X136,F,136.0000,39.9000,13.4000,13.3750,-,-,-,12.4000,12.3750,-,-,-,0.7900,0.8125,0.4375,1.2500,1.2500,-,-,-,1.8500,2.1250,1.2500,-,-,-,-,-,4.9600,-,-,12.3000,-,-,1240.0000,214.0000,186.0000,5.5800,398.0000,98.0000,64.2000,3.1600,-,-,-,18.5000,14700.0000,-,37.7000,146.0000,-,-,44.1000,106.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6100,12.2000,61.4000,-,73.8000,39.2000,51.6000,9.1250,5.5000,-
W,W12X120,W12X120,F,120.0000,35.2000,13.1000,13.1250,-,-,-,12.3000,12.3750,-,-,-,0.7100,0.6875,0.3750,1.1100,1.1250,-,-,-,1.7000,2.0000,1.1875,-,-,-,-,-,5.5700,-,-,13.7000,-,-,1070.0000,186.0000,163.0000,5.5100,345.0000,85.4000,56.0000,3.1300,-,-,-,12.9000,12400.0000,-,36.9000,126.0000,-,-,38.6000,92.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5600,12.0000,60.7000,-,73.0000,38.5000,50.8000,9.1250,5.5000,-
W,W12X106,W12X106,F,106.0000,31.2000,12.9000,12.8750,-,-,-,12.2000,12.2500,-,-,-,0.6100,0.6250,0.3125,0.9900,1.0000,-,-,-,1.5900,1.8750,1.1250,-,-,-,-,-,6.1700,-,-,15.9000,-,-,933.0000,164.0000,145.0000,5.4700,301.0000,75.1000,49.3000,3.1100,-,-,-,9.1300,10700.0000,-,36.3000,110.0000,-,-,34.2000,81.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5200,11.9000,60.2000,-,72.4000,38.0000,50.2000,9.1250,5.5000,-
W,W12X96,W12X96,F,96.0000,28.2000,12.7000,12.7500,-,-,-,12.2000,12.1250,-,-,-,0.5500,0.5625,0.3125,0.9000,0.8750,-,-,-,1.5000,1.8125,1.1250,-,-,-,-,-,6.7600,-,-,17.7000,-,-,833.0000,147.0000,131.0000,5.4400,270.0000,67.5000,44.4000,3.0900,-,-,-,6.8500,9410.0000,-,36.0000,98.8000,-,-,30.9000,73.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4900,11.8000,59.9000,-,72.1000,37.6000,49.8000,9.1250,5.5000,-
W,W12X87,W12X87,F,87.0000,25.6000,12.5000,12.5000,-,-,-,12.1000,12.1250,-,-,-,0.5150,0.5000,0.2500,0.8100,0.8125,-,-,-,1.4100,1.6875,1.0625,-,-,-,-,-,7.4800,-,-,18.9000,-,-,740.0000,132.0000,118.0000,5.3800,241.0000,60.4000,39.7000,3.0700,-,-,-,5.1000,8270.0000,-,35.4000,86.6000,-,-,27.4000,64.9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4600,11.7000,59.2000,-,71.3000,37.1000,49.2000,9.1250,5.5000,-
W,W12X79,W12X79,F,79.0000,23.2000,12.4000,12.3750,-,-,-,12.1000,12.1250,-,-,-,0.4700,0.5000,0.2500,0.7350,0.7500,-,-,-,1.3300,1.6250,1.0625,-,-,-,-,-,8.2200,-,-,20.7000,-,-,662.0000,119.0000,107.0000,5.3400,216.0000,54.3000,35.8000,3.0500,-,-,-,3.8400,7330.0000,-,35.3000,78.5000,-,-,24.9000,58.9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4300,11.7000,59.1000,-,71.2000,36.9000,49.0000,9.1250,5.5000,-
W,W12X72,W12X72,F,72.0000,21.1000,12.3000,12.2500,-,-,-,12.0000,12.0000,-,-,-,0.4300,0.4375,0.2500,0.6700,0.6875,-,-,-,1.2700,1.5625,1.0625,-,-,-,-,-,8.9900,-,-,22.6000,-,-,597.0000,108.0000,97.4000,5.3100,195.0000,49.2000,32.4000,3.0400,-,-,-,2.9300,6540.0000,-,34.9000,70.1000,-,-,22.5000,53.2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4100,11.6000,58.7000,-,70.7000,36.6000,48.6000,9.1250,5.5000,-
W,W12X65,W12X65,F,65.0000,19.1000,12.1000,12.1250,-,-,-,12.0000,12.0000,-,-,-,0.3900,0.3750,0.1875,0.6050,0.6250,-,-,-,1.2000,1.5000,1.0000,-,-,-,-,-,9.9200,-,-,24.9000,-,-,533.0000,96.8000,87.9000,5.2800,174.0000,44.1000,29.1000,3.0200,-,-,-,2.1800,5780.0000,-,34.5000,62.6000,-,-,20.2000,47.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3800,11.5000,58.4000,-,70.4000,36.2000,48.2000,9.1250,5.5000,-
W,W12X58,W12X58,F,58.0000,17.0000,12.2000,12.2500,-,-,-,10.0000,10.0000,-,-,-,0.3600,0.3750,0.1875,0.6400,0.6250,-,-,-,1.2400,1.5000,0.9375,-,-,-,-,-,7.8200,-,-,27.0000,-,-,475.0000,86.4000,78.0000,5.2800,107.0000,32.5000,21.4000,2.5100,-,-,-,2.1000,3570.0000,-,28.9000,46.2000,-,-,17.8000,42.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8100,11.6000,52.6000,-,62.6000,34.4000,44.4000,9.2500,5.5000,-
W,W12X53,W12X53,F,53.0000,15.6000,12.1000,12.0000,-,-,-,10.0000,10.0000,-,-,-,0.3450,0.3750,0.1875,0.5750,0.5625,-,-,-,1.1800,1.3750,0.9375,-,-,-,-,-,8.6900,-,-,28.1000,-,-,425.0000,77.9000,70.6000,5.2300,95.8000,29.1000,19.2000,2.4800,-,-,-,1.5800,3160.0000,-,28.8000,41.4000,-,-,16.0000,38.3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7900,11.5000,52.5000,-,62.5000,34.2000,44.2000,9.2500,5.5000,-
W,W12X50,W12X50,F,50.0000,14.6000,12.2000,12.2500,-,-,-,8.0800,8.1250,-,-,-,0.3700,0.3750,0.1875,0.6400,0.6250,-,-,-,1.1400,1.5000,0.9375,-,-,-,-,-,6.3100,-,-,26.8000,-,-,391.0000,71.9000,64.2000,5.1800,56.3000,21.3000,13.9000,1.9600,-,-,-,1.7100,1880.0000,-,23.4000,30.2000,-,-,14.3000,35.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2500,11.6000,47.0000,-,55.1000,32.5000,40.6000,9.2500,5.5000,-
W,W12X45,W12X45,F,45.0000,13.1000,12.1000,12.0000,-,-,-,8.0500,8.0000,-,-,-,0.3350,0.3125,0.1875,0.5750,0.5625,-,-,-,1.0800,1.3750,0.9375,-,-,-,-,-,7.0000,-,-,29.6000,-,-,348.0000,64.2000,57.7000,5.1500,50.0000,19.0000,12.4000,1.9500,-,-,-,1.2600,1650.0000,-,23.2000,26.8000,-,-,12.8000,31.7000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2300,11.5000,46.8000,-,54.9000,32.3000,40.3000,9.2500,5.5000,-
W,W12X40,W12X40,F,40.0000,11.7000,11.9000,12.0000,-,-,-,8.0100,8.0000,-,-,-,0.2950,0.3125,0.1875,0.5150,0.5000,-,-,-,1.0200,1.3750,0.8750,-,-,-,-,-,7.7700,-,-,33.6000,-,-,307.0000,57.0000,51.5000,5.1300,44.1000,16.8000,11.0000,1.9400,-,-,-,0.9060,1440.0000,-,22.8000,23.5000,-,-,11.3000,27.8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2100,11.4000,46.4000,-,54.4000,31.8000,39.8000,9.2500,5.5000,-
W,W12X35,W12X35,F,35.0000,10.3000,12.5000,12.5000,-,-,-,6.5600,6.5000,-,-,-,0.3000,0.3125,0.1875,0.5200,0.5000,-,-,-,0.8200,1.1875,0.7500,-,-,-,-,-,6.3100,-,-,36.2000,-,-,285.0000,51.2000,45.6000,5.2500,24.5000,11.5000,7.4700,1.5400,-,-,-,0.7410,879.0000,-,19.6000,16.8000,-,-,9.7500,25.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7900,12.0000,43.5000,-,50.1000,31.6000,38.1000,10.1250,3.5000,-
W,W12X30,W12X30,F,30.0000,8.7900,12.3000,12.3750,-,-,-,6.5200,6.5000,-,-,-,0.2600,0.2500,0.1250,0.4400,0.4375,-,-,-,0.7400,1.1250,0.7500,-,-,-,-,-,7.4100,-,-,41.8000,-,-,238.0000,43.1000,38.6000,5.2100,20.3000,9.5600,6.2400,1.5200,-,-,-,0.4570,720.0000,-,19.3000,13.9000,-,-,8.1700,21.3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7700,11.9000,43.1000,-,49.6000,31.1000,37.6000,10.1250,3.5000,-
W,W12X26,W12X26,F,26.0000,7.6500,12.2000,12.2500,-,-,-,6.4900,6.5000,-,-,-,0.2300,0.2500,0.1250,0.3800,0.3750,-,-,-,0.6800,1.0625,0.7500,-,-,-,-,-,8.5400,-,-,47.2000,-,-,204.0000,37.2000,33.4000,5.1700,17.3000,8.1700,5.3400,1.5100,-,-,-,0.3000,607.0000,-,19.2000,11.8000,-,-,7.0300,18.3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7500,11.8000,42.9000,-,49.4000,30.9000,37.4000,10.1250,3.5000,-
W,W12X22,W12X22,F,22.0000,6.4800,12.3000,12.2500,-,-,-,4.0300,4.0000,-,-,-,0.2600,0.2500,0.1250,0.4250,0.4375,-,-,-,0.7250,0.9375,0.6250,-,-,-,-,-,4.7400,-,-,41.8000,-,-,156.0000,29.3000,25.4000,4.9100,4.6600,3.6600,2.3100,0.8480,-,-,-,0.2930,164.0000,-,12.0000,5.1200,-,-,4.7600,14.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0400,11.9000,35.7000,-,39.7000,28.6000,32.7000,10.3750,2.2500,-
W,W12X19,W12X19,F,19.0000,5.5700,12.2000,12.1250,-,-,-,4.0100,4.0000,-,-,-,0.2350,0.2500,0.1250,0.3500,0.3750,-,-,-,0.6500,0.8750,0.5625,-,-,-,-,-,5.7200,-,-,46.2000,-,-,130.0000,24.7000,21.3000,4.8200,3.7600,2.9800,1.8800,0.8220,-,-,-,0.1800,131.0000,-,11.9000,4.1700,-,-,3.9100,12.2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0200,11.9000,35.5000,-,39.5000,28.4000,32.4000,10.3750,2.2500,-
W,W12X16,W12X16,F,16.0000,4.7100,12.0000,12.0000,-,-,-,3.9900,4.0000,-,-,-,0.2200,0.2500,0.1250,0.2650,0.2500,-,-,-,0.5650,0.8125,0.5625,-,-,-,-,-,7.5300,-,-,49.4000,-,-,103.0000,20.1000,17.1000,4.6700,2.8200,2.2600,1.4100,0.7730,-,-,-,0.1030,96.9000,-,11.7000,3.0900,-,-,2.9300,9.8200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9830,11.7000,35.0000,-,39.0000,28.0000,32.0000,10.3750,2.2500,-
W,W12X14,W12X14,F,14.0000,4.1600,11.9000,11.8750,-,-,-,3.9700,4.0000,-,-,-,0.2000,0.1875,0.1250,0.2250,0.2500,-,-,-,0.5250,0.7500,0.5625,-,-,-,-,-,8.8200,-,-,54.3000,-,-,88.6000,17.4000,14.9000,4.6200,2.3600,1.9000,1.1900,0.7530,-,-,-,0.0704,80.4000,-,11.6000,2.5900,-,-,2.4800,8.4900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9610,11.7000,34.8000,-,38.8000,27.8000,31.7000,10.3750,2.2500,-
W,W10X112,W10X112,F,112.0000,32.9000,11.4000,11.3750,-,-,-,10.4000,10.3750,-,-,-,0.7550,0.7500,0.3750,1.2500,1.2500,-,-,-,1.7500,1.9375,1.0000,-,-,-,-,-,4.1700,-,-,10.4000,-,-,716.0000,147.0000,126.0000,4.6600,236.0000,69.2000,45.3000,2.6800,-,-,-,15.1000,6020.0000,-,26.4000,85.8000,-,-,30.6000,73.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0800,10.2000,51.6000,-,62.0000,33.2000,43.6000,7.5000,5.5000,-
W,W10X100,W10X100,F,100.0000,29.3000,11.1000,11.1250,-,-,-,10.3000,10.3750,-,-,-,0.6800,0.6875,0.3750,1.1200,1.1250,-,-,-,1.6200,1.8125,1.0000,-,-,-,-,-,4.6200,-,-,11.6000,-,-,623.0000,130.0000,112.0000,4.6000,207.0000,61.0000,40.0000,2.6500,-,-,-,10.9000,5150.0000,-,25.7000,74.1000,-,-,26.9000,64.2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0400,10.0000,50.9000,-,61.2000,32.5000,42.8000,7.5000,5.5000,-
W,W10X88,W10X88,F,88.0000,26.0000,10.8000,10.8750,-,-,-,10.3000,10.2500,-,-,-,0.6050,0.6250,0.3125,0.9900,1.0000,-,-,-,1.4900,1.6875,0.9375,-,-,-,-,-,5.1800,-,-,13.0000,-,-,534.0000,113.0000,98.5000,4.5400,179.0000,53.1000,34.8000,2.6300,-,-,-,7.5300,4330.0000,-,25.3000,64.4000,-,-,23.5000,55.9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9900,9.8100,50.4000,-,60.7000,31.9000,42.2000,7.5000,5.5000,-
W,W10X77,W10X77,F,77.0000,22.7000,10.6000,10.6250,-,-,-,10.2000,10.2500,-,-,-,0.5300,0.5000,0.2500,0.8700,0.8750,-,-,-,1.3700,1.5625,0.8750,-,-,-,-,-,5.8600,-,-,14.8000,-,-,455.0000,97.6000,85.9000,4.4900,154.0000,45.9000,30.1000,2.6000,-,-,-,5.1100,3630.0000,-,24.8000,55.0000,-,-,20.5000,48.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9500,9.7300,49.9000,-,60.1000,31.4000,41.6000,7.5000,5.5000,-
W,W10X68,W10X68,F,68.0000,19.9000,10.4000,10.3750,-,-,-,10.1000,10.1250,-,-,-,0.4700,0.5000,0.2500,0.7700,0.7500,-,-,-,1.2700,1.4375,0.8750,-,-,-,-,-,6.5800,-,-,16.7000,-,-,394.0000,85.3000,75.7000,4.4400,134.0000,40.1000,26.4000,2.5900,-,-,-,3.5600,3100.0000,-,24.3000,47.3000,-,-,17.9000,42.1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9200,9.6300,49.3000,-,59.4000,30.9000,41.0000,7.5000,5.5000,-
W,W10X60,W10X60,F,60.0000,17.7000,10.2000,10.2500,-,-,-,10.1000,10.1250,-,-,-,0.4200,0.4375,0.2500,0.6800,0.6875,-,-,-,1.1800,1.3750,0.8125,-,-,-,-,-,7.4100,-,-,18.7000,-,-,341.0000,74.6000,66.7000,4.3900,116.0000,35.0000,23.0000,2.5700,-,-,-,2.4800,2640.0000,-,24.0000,41.3000,-,-,15.7000,36.8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8800,9.5200,49.0000,-,59.1000,30.5000,40.6000,7.5000,5.5000,-
W,W10X54,W10X54,F,54.0000,15.8000,10.1000,10.1250,-,-,-,10.0000,10.0000,-,-,-,0.3700,0.3750,0.1875,0.6150,0.6250,-,-,-,1.1200,1.3125,0.8125,-,-,-,-,-,8.1500,-,-,21.2000,-,-,303.0000,66.6000,60.0000,4.3700,103.0000,31.3000,20.6000,2.5600,-,-,-,1.8200,2320.0000,-,23.7000,36.5000,-,-,14.0000,32.8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8500,9.4900,48.6000,-,58.6000,30.2000,40.2000,7.5000,5.5000,-
W,W10X49,W10X49,F,49.0000,14.4000,10.0000,10.0000,-,-,-,10.0000,10.0000,-,-,-,0.3400,0.3125,0.1875,0.5600,0.5625,-,-,-,1.0600,1.2500,0.8125,-,-,-,-,-,8.9300,-,-,23.1000,-,-,272.0000,60.4000,54.6000,4.3500,93.4000,28.3000,18.7000,2.5400,-,-,-,1.3900,2070.0000,-,23.6000,33.0000,-,-,12.8000,29.8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8400,9.4400,48.5000,-,58.5000,30.0000,40.0000,7.5000,5.5000,-
W,W10X45,W10X45,F,45.0000,13.3000,10.1000,10.1250,-,-,-,8.0200,8.0000,-,-,-,0.3500,0.3750,0.1875,0.6200,0.6250,-,-,-,1.1200,1.3125,0.8125,-,-,-,-,-,6.4700,-,-,22.5000,-,-,248.0000,54.9000,49.1000,4.3200,53.4000,20.3000,13.3000,2.0100,-,-,-,1.5100,1200.0000,-,19.0000,23.6000,-,-,11.3000,27.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2700,9.4800,42.7000,-,50.7000,28.2000,36.2000,7.5000,5.5000,-
W,W10X39,W10X39,F,39.0000,11.5000,9.9200,9.8750,-,-,-,7.9900,8.0000,-,-,-,0.3150,0.3125,0.1875,0.5300,0.5000,-,-,-,1.0300,1.1875,0.8125,-,-,-,-,-,7.5300,-,-,25.0000,-,-,209.0000,46.8000,42.1000,4.2700,45.0000,17.2000,11.3000,1.9800,-,-,-,0.9760,992.0000,-,18.8000,19.9000,-,-,9.5500,23.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2400,9.3900,42.3000,-,50.3000,27.8000,35.8000,7.5000,5.5000,-
W,W10X33,W10X33,F,33.0000,9.7100,9.7300,9.7500,-,-,-,7.9600,8.0000,-,-,-,0.2900,0.3125,0.1875,0.4350,0.4375,-,-,-,0.9350,1.1250,0.7500,-,-,-,-,-,9.1500,-,-,27.1000,-,-,171.0000,38.8000,35.0000,4.1900,36.6000,14.0000,9.2000,1.9400,-,-,-,0.5830,791.0000,-,18.5000,16.0000,-,-,7.7500,18.9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2000,9.3000,41.9000,-,49.9000,27.4000,35.4000,7.5000,5.5000,-
W,W10X30,W10X30,F,30.0000,8.8400,10.5000,10.5000,-,-,-,5.8100,5.7500,-,-,-,0.3000,0.3125,0.1875,0.5100,0.5000,-,-,-,0.8100,1.1250,0.6875,-,-,-,-,-,5.7000,-,-,29.5000,-,-,170.0000,36.6000,32.4000,4.3800,16.7000,8.8400,5.7500,1.3700,-,-,-,0.6220,414.0000,-,14.5000,10.7000,-,-,7.0200,18.2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6000,9.9900,37.3000,-,43.1000,26.8000,32.6000,8.2500,2.7500,-
W,W10X26,W10X26,F,26.0000,7.6100,10.3000,10.3750,-,-,-,5.7700,5.7500,-,-,-,0.2600,0.2500,0.1250,0.4400,0.4375,-,-,-,0.7400,1.0625,0.6875,-,-,-,-,-,6.5600,-,-,34.0000,-,-,144.0000,31.3000,27.9000,4.3500,14.1000,7.5000,4.8900,1.3600,-,-,-,0.4020,345.0000,-,14.2000,9.0300,-,-,5.9800,15.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5800,9.8600,36.8000,-,42.6000,26.4000,32.1000,8.2500,2.7500,-
W,W10X22,W10X22,F,22.0000,6.4900,10.2000,10.1250,-,-,-,5.7500,5.7500,-,-,-,0.2400,0.2500,0.1250,0.3600,0.3750,-,-,-,0.6600,0.9375,0.6250,-,-,-,-,-,7.9900,-,-,36.9000,-,-,118.0000,26.0000,23.2000,4.2700,11.4000,6.1000,3.9700,1.3300,-,-,-,0.2390,275.0000,-,14.1000,7.3200,-,-,4.8800,12.9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5500,9.8400,36.6000,-,42.4000,26.2000,31.9000,8.2500,2.7500,-
W,W10X19,W10X19,F,19.0000,5.6200,10.2000,10.2500,-,-,-,4.0200,4.0000,-,-,-,0.2500,0.2500,0.1250,0.3950,0.3750,-,-,-,0.6950,0.9375,0.6250,-,-,-,-,-,5.0900,-,-,35.4000,-,-,96.3000,21.6000,18.8000,4.1400,4.2900,3.3500,2.1400,0.8740,-,-,-,0.2330,104.0000,-,9.8500,3.9100,-,-,3.6500,10.6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0600,9.8100,31.5000,-,35.5000,24.4000,28.4000,8.3750,2.2500,-
W,W10X17,W10X17,F,17.0000,4.9900,10.1000,10.1250,-,-,-,4.0100,4.0000,-,-,-,0.2400,0.2500,0.1250,0.3300,0.3125,-,-,-,0.6300,0.8750,0.5625,-,-,-,-,-,6.0800,-,-,36.9000,-,-,81.9000,18.7000,16.2000,4.0500,3.5600,2.8000,1.7800,0.8450,-,-,-,0.1560,85.1000,-,9.7900,3.2400,-,-,3.0400,9.1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0400,9.7700,31.2000,-,35.2000,24.2000,28.2000,8.3750,2.2500,-
W,W10X15,W10X15,F,15.0000,4.4100,9.9900,10.0000,-,-,-,4.0000,4.0000,-,-,-,0.2300,0.2500,0.1250,0.2700,0.2500,-,-,-,0.5700,0.8125,0.5625,-,-,-,-,-,7.4100,-,-,38.5000,-,-,68.9000,16.0000,13.8000,3.9500,2.8900,2.3000,1.4500,0.8100,-,-,-,0.1040,68.3000,-,9.7300,2.6300,-,-,2.4800,7.8300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0100,9.7200,31.0000,-,35.0000,24.0000,28.0000,8.3750,2.2500,-
W,W10X12,W10X12,F,12.0000,3.5400,9.8700,9.8750,-,-,-,3.9600,4.0000,-,-,-,0.1900,0.1875,0.1250,0.2100,0.1875,-,-,-,0.5100,0.7500,0.5625,-,-,-,-,-,9.4300,-,-,46.6000,-,-,53.8000,12.6000,10.9000,3.9000,2.1800,1.7400,1.1000,0.7850,-,-,-,0.0547,50.9000,-,9.5600,1.9900,-,-,1.9100,6.1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9830,9.6600,30.7000,-,34.7000,23.7000,27.7000,8.3750,2.2500,-
W,W8X67,W8X67,F,67.0000,19.7000,9.0000,9.0000,-,-,-,8.2800,8.2500,-,-,-,0.5700,0.5625,0.3125,0.9350,0.9375,-,-,-,1.3300,1.6250,0.9375,-,-,-,-,-,4.4300,-,-,11.1000,-,-,272.0000,70.1000,60.4000,3.7200,88.6000,32.7000,21.4000,2.1200,-,-,-,5.0500,1440.0000,-,16.7000,32.3000,-,-,14.5000,34.8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4300,8.0700,41.0000,-,49.3000,26.3000,34.6000,5.7500,5.5000,-
W,W8X58,W8X58,F,58.0000,17.1000,8.7500,8.7500,-,-,-,8.2200,8.2500,-,-,-,0.5100,0.5000,0.2500,0.8100,0.8125,-,-,-,1.2000,1.5000,0.8750,-,-,-,-,-,5.0700,-,-,12.4000,-,-,228.0000,59.8000,52.0000,3.6500,75.1000,27.9000,18.3000,2.1000,-,-,-,3.3300,1180.0000,-,16.3000,27.2000,-,-,12.4000,29.7000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3900,7.9400,40.5000,-,48.7000,25.7000,33.9000,5.7500,5.5000,-
W,W8X48,W8X48,F,48.0000,14.1000,8.5000,8.5000,-,-,-,8.1100,8.1250,-,-,-,0.4000,0.3750,0.1875,0.6850,0.6875,-,-,-,1.0800,1.3750,0.8125,-,-,-,-,-,5.9200,-,-,15.9000,-,-,184.0000,49.0000,43.2000,3.6100,60.9000,22.9000,15.0000,2.0800,-,-,-,1.9600,931.0000,-,15.8000,22.0000,-,-,10.3000,24.2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3500,7.8200,39.9000,-,48.0000,25.1000,33.2000,5.7500,5.5000,-
W,W8X40,W8X40,F,40.0000,11.7000,8.2500,8.2500,-,-,-,8.0700,8.1250,-,-,-,0.3600,0.3750,0.1875,0.5600,0.5625,-,-,-,0.9540,1.2500,0.8125,-,-,-,-,-,7.2100,-,-,17.6000,-,-,146.0000,39.8000,35.5000,3.5300,49.1000,18.5000,12.2000,2.0400,-,-,-,1.1200,726.0000,-,15.5000,17.5000,-,-,8.3000,19.7000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3100,7.6900,39.3000,-,47.4000,24.6000,32.6000,5.7500,5.5000,-
